track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
4ThTvhGNae80mrLsMzs4Hb,He Won't Go,Adele,56,1azUkThwd2HfUDdeNeT147,21,2011-01-19,Neo-Soul Essentials,0DIwi1dMI59NItQtiNcevy,r&b,neo soul,0.706,0.569,0,-7.044,0,0.0861,0.023,0,0.0731,0.71,159.824,277947
64qR1c346RgygCkO5Eua4k,This Is Our Night - Original,Sander Kleinenberg,6,5xeUGbqmCuLzCmNVejRc3h,This Is Our Night,2009-07-09,Electro/Progressive/Club House,1HtnPDj2V126xB9tJP786P,edm,progressive electro house,0.805,0.461,1,-9.199,1,0.0543,0.00113,0.668,0.0938,0.264,125.006,415603
5NnFkbEjahUGx5T3qxbNCW,Break My Baby,KALEO,63,0zohDZP7J5cZe6cN5jjIaY,I Want More / Break My Baby,2020-01-15,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,1VnvyBDqoV5TCZAnXYferL,rock,permanent wave,0.529,0.748,10,-3.922,0,0.0361,0.109,0.00123,0.156,0.408,74.02,265558
3GWomAWy6PxtyzlfqKhTIl,Drifting,TWO LANES,47,6pREX9Xqp1vjKrZ87ZlGlF,Drifting,2019-05-31,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,0.592,0.719,7,-5.781,1,0.0757,0.0206,0.616,0.221,0.207,159.876,187000
7IXa9vNBLDwqXnZ6gG7h0r,Tourist In Paradise,The Rippingtons,33,7kqacklj07u10T1vGFv4NN,Modern Jazz,2016-06-10,City Pop 1985 シティーポップ,3j2osvmecEao5nmo9jZ5df,rock,album rock,0.605,0.79,7,-6.666,0,0.0288,0.124,0.844,0.162,0.692,114.055,341093
7HK8ucZ2YGocZBdijlhql7,Rock the Nation - Remastered,Montrose,20,6eGLvyPfn5dQ6scbvm0UCu,The Very Best Of Montrose,2000,70s Hard Rock,6pZlZ20vt3aDjIKw98aBtQ,rock,hard rock,0.445,0.96,9,-5.6,1,0.049,0.0483,0.00113,0.191,0.618,137.905,183107
6ADSaE87h8Y3lccZlBJdXH,With Or Without You - Remastered,U2,79,5y6wlw1LnqFnQFruMeiwGU,The Joshua Tree (Super Deluxe),1987-03-03,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.54,0.429,2,-11.822,1,0.0285,2.02e-4,0.355,0.141,0.113,110.171,295516
2KjKMrjCqNtqOiMVGgENxS,I Do,Jeezy,28,38evapn4UD8Qc7Esqj1Rfk,TM:103 Hustlerz Ambition,2011-01-01,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,0.599,0.815,8,-7.638,0,0.337,0.125,0,0.0877,0.623,72.437,311640
1E5H5toZnjU17kiPHpmBW4,MANabUUUU,カメレオン・ライム・ウーピーパイ,40,4CRhrzluIOi1OhYhsSyJ9H,MANabUUUU,2020-01-01,Girl On Fire,37i9dQZF1DX4F2k37fMTyn,r&b,hip pop,0.9,0.83,2,-5.812,1,0.0742,0.121,9.67e-6,0.214,0.714,104.998,174857
2CiZhkfRbCQETTlxQIRglj,Want Love,Lil West,11,4wGMXjXqV7NOUPGJsbANrL,Want Love,2019-08-02,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.801,0.463,4,-6.106,0,0.0453,0.261,0,0.312,0.224,100.023,158160
4YLTFu7iyC3q34dvf5hRDq,Eclipse,Inner Wave,28,5tpAPYkNnLLuQj4IgCFpWp,Eclipse,2017-08-04,②⓪①⑨ mixed,2bOjjgN1S3Gqd8vSMyafvJ,rock,permanent wave,0.644,0.748,4,-7.241,0,0.0291,0.394,0.91,0.358,0.732,120.007,183633
3405QhxkGLYlHMsbn4VMpa,Drum Roll,Chris Read,0,5dGpOATmBZ8OfJWxUTA4sO,Drum Roll / Nice and Easy,2017-04-07,Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,r&b,hip pop,0.544,0.808,10,-6.958,1,0.152,0.0434,0.0362,0.126,0.462,82.667,197564
1hWrl3T1kIH5b9zRHLfCOn,What's My Age Again?,blink-182,13,1fF8kYX49s5Ufv4XEY5sjW,Enema Of The State,1999-01-01,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.398,0.954,6,-7.373,1,0.0715,0.0133,2.18e-4,0.0891,0.433,157.766,148573
4faQPCxOllqodjw02kmRAu,Conteo - Fast And The Furious: Tokyo Drift Version,Don Omar,40,5P7eeivoVmpnalOUtwzj4h,King Of Kings (Armageddon Edition),2006-01-01,Latin/Hip Hop/Dancehall/Soca,2rg9LCyvaMQvnCE2hVndpR,latin,latin hip hop,0.824,0.645,7,-7.314,0,0.214,0.221,0,0.281,0.322,93,200227
3VXnDxWmTQTxTVW0eCEZX7,Apaga a Luz,Gloria Groove,62,7eJ92z9Fp1ze8oPvCfgLNz,Apaga a Luz,2018-09-28,Orgulho Tropical,37i9dQZF1DWZ8fJXMbebf9,latin,tropical,0.636,0.61,11,-6.294,0,0.0785,0.57,0,0.09,0.489,105.049,228211
5qR3pYQIC10S7aD2YBjgui,What Kind Of Man Would I Be,Mint Condition,51,7a19lFps8uDiFZr1bhJmmY,Definition Of A Band,1996-01-01,Neo-Soul / Soulful R&B,4F3xAxHxeBwXhK6k6GPnrW,r&b,neo soul,0.651,0.501,0,-8.914,0,0.0312,0.314,0,0.141,0.373,109.896,264600
2D3z17LBMJ2HEHeBFFjTLi,Reggaeton,J Balvin,77,5FMJB2xKTMGdM3w6DmC6L5,Reggaeton,2018-11-17,LATIN POP 2020 🔥 Pop latino actual,2kKzN3kRYDzBctlaWs7CP2,latin,latin pop,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-5,0.101,0.552,176.059,158800
1YAl8UoW0jppOPAGugF2Kr,Basquiat,Milano The Don,38,201wBJfMJljHsEJ3Gt0AZt,Basquiat,2019-09-20,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,0.563,0.944,9,-10.136,0,0.143,0.0613,0.928,0.479,0.125,149.964,153617
6esyghesXQx99GiYex9zad,Black Magic,Beathunterz,37,2KLvspqf3wCTnHd6rGwtuV,Black Magic,2018-10-12,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,0.812,0.634,2,-4.025,1,0.0497,0.00576,0.68,0.0398,0.111,128.022,228750
2XaInsPPUkZRkY4uFJ3AHK,Met Gala (feat. Offset),Gucci Mane,65,0smWYh2nQsaZNonBGZpZMn,Droptopwop,2017-05-26,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.817,0.587,2,-6.502,1,0.108,0.052,0.00165,0.185,0.352,140.062,209143
5YF2z4WThIpLNNcByTimJA,No Creo,Big Soto,55,14qjVahyyX2bEKmLiAh7f0,No Creo,2019-09-27,Trapperz,37i9dQZF1DWUmxBdWX3Pp4,rap,trap,0.8,0.629,1,-3.998,1,0.103,0.22,0,0.425,0.37,134.999,208731
6VHdcVbiKLYYOcMbIqBcuK,Lumbra,Cali Y El Dandee,6,7lN3oRxDLByqyqOfAozyqW,Lumbra,2017-01-20,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,0.724,0.84,0,-3.581,1,0.0392,0.053,0,0.727,0.835,92.01,197087
7pttadWh6YEfKqA5udf0VO,Latino Lingo (Latin Lingo) - Spanish Edit,Cypress Hill,36,7u6yoSRjIBM2EI52DJLMkZ,Los Grandes Éxitos En Español,1999-10-07,HIP-HOP: Latin Rap ['89-present],5fWgI0IJ1el5NB1sZ0Egsx,latin,latin hip hop,0.856,0.781,6,-8.503,1,0.276,0.0134,0.02,0.0965,0.568,91.312,240333
2GNQX05OJdvwDImwx1kSVk,Breathe In,French Braids,16,4ssrvUsmjBOianf97LoobQ,Breathe In,2019-10-18,Dancefloor Beats,6mMk6QCzEgT3QGaCV1R4S5,edm,big room,0.706,0.535,1,-11.053,0,0.275,0.431,1.23e-5,0.104,0.444,110.861,216000
752q3k1ds8JckA7tIakICn,Terra Titanic,Peter Schilling,49,1rYXSHYaxxQ9HclnAeVhxv,Von Anfang An...Bis Jetzt !,1983-06-27,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.772,0.557,5,-7.703,1,0.0352,0.0303,0,0.0973,0.627,122.168,274706
7MY1O70WKk72AwyNKUvRcx,New Jack City,Guy,35,3N1GCkG6Z5Rs4Qy1iwnIEB,New Jack City (Music from the Motion Picture),1991-03-05,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.716,0.574,11,-11.506,0,0.0412,0.00349,5.91e-4,0.351,0.597,108.716,210600
5Mms2ZT9lU6NpOM2dDNhey,Lass rauchen,Haftbefehl,39,2Sn6VvGj9iJXeOscejbIWu,Kanackis,2012-02-10,Gangster Rap Deutsch,1qXg9ck25tBRxeXsj8mbDG,rap,gangster rap,0.683,0.835,5,-6.394,0,0.392,0.0943,0,0.0866,0.471,91.248,162867
3VsiR8bSkmnqtuLASAbwz3,Golden Age,The Electric Sons,29,29FW8CcOkYq5sw2AS8Zmsd,Golden Age,2015-11-14,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.586,0.814,7,-6.244,1,0.114,0.178,2.7e-5,0.133,0.646,104.925,228571
0fE5kL2rRlaSQ86OvZG1NX,Always,Killswitch Engage,48,5I6bH0UaVR4LnKmVUWDZoD,Disarm The Descent (Special Edition),2013-03-29,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.535,0.936,7,-5.372,0,0.0377,4.56e-4,0.00359,0.356,0.316,115.005,273053
4SDgTLDYrJ2UrHbkRkg7MD,Panini - DaBaby Remix,Lil Nas X,82,71BrrQxz8mZAneNSDE9Lov,Panini,2019-09-13,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.717,0.598,5,-5.613,0,0.0809,0.22,0,0.122,0.496,153.905,151040
0DuMda4O31V9qLjuVyyzb3,U Were Meant For Me,Ballin Entertainment,0,5L1xcowSxwzFUSJzvyMp48,Ultimate Freestyle Mega Mix,2008-04-20,Latin Hip Hop/Freestyle,2MYEUjX0YAI9dxrBDzoCK7,latin,latin hip hop,0.546,0.638,9,-10.795,0,0.103,0.0174,0.0567,0.0768,0.882,133.513,158145
5eaH3RdmqBfaSQl3NSBywF,Parachute - Radio Edit,Otto Knows,2,1kwSsEMGSrlcvYopqS2r3Z,Parachute,2014-01-01,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,0.611,0.78,5,-3.351,0,0.0369,0.0205,2.98e-5,0.319,0.587,127.989,202504
3cs3lGvmdiksYhEn8nnslm,Falling,Nana Mellie,39,5ENSVL32r7SnmOLHoLSZWQ,Falling,2018-09-02,K-Crazy Michioso Tunes,37i9dQZF1DWUXxc8Mc6MmJ,edm,pop edm,0.753,0.734,2,-4.576,1,0.0306,0.404,2.27e-6,0.378,0.693,113.023,208023
0VU7avDE4OZ36oVmLPSEZA,Seaside Rendezvous - Remastered 2011,Queen,47,1GbtB4zTqAsyfZEsm1RZfx,A Night At The Opera (2011 Remaster),1975-11-21,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,0.459,0.699,0,-5.496,1,0.117,0.36,0,0.294,0.798,167.491,134120
1UjyF6okUHhnVxaLV8ojsA,Am I Wrong (feat. ScHoolboy Q),Anderson .Paak,60,4VFG1DOuTeDMBjBLZT7hCK,Malibu,2016-01-15,Southern California Hip Hop Primer,206vi9Q0p3juAU73flxPsz,rap,southern hip hop,0.729,0.799,11,-7.378,0,0.0779,0.0588,0.00218,0.0948,0.532,115.04,253520
6mCR84oWk19XCfGTCL9Wee,Damaged - Radio Edit,Adrian Lux,30,42jcZtPYrmZJhqTbUhLApi,Damaged,2013-01-01,Vocal House,5PCAWKfUWAUj8VeY8G7xRQ,edm,progressive electro house,0.433,0.838,2,-4.369,0,0.0363,0.00284,0.00191,0.136,0.379,128.064,166240
5DSfqrLkUHLZ9bW0SS3rVy,Ransom (with Juice WRLD) - Remix,Lil Tecca,41,3UjBwPXMIIlazHc2bbJ4EA,Ransom (Remix),2019-08-15,Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,0.683,0.667,2,-6.436,0,0.276,0.0105,0,0.076,0.373,180.005,171227
7ikLp3Ehq6OcdqMYztzbpV,Spilling into You,Poppy Ajudha,19,1Fa1KuxHGI8iXfCfzWgTWz,FEMME,2018-02-23,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,0.689,0.529,6,-8.103,0,0.384,0.432,2.42e-5,0.381,0.558,130.993,232362
5VPdmXGp3BR6Xst5gmbQrO,I'm In Love,Kem,32,5QWUi97BWRiWm0rtRfQRNT,Kem Album II,2004-01-01,Neo Soul Music,78RRvktrPMSqAoCI21mNOe,r&b,neo soul,0.906,0.421,2,-8.859,1,0.0314,0.26,0.00455,0.0988,0.359,97.03,274360
4thnq3xsCY2KdVGWxM6y38,Close Enough to Hurt,Rod Wave,50,5VdxPp341F7XzQyKmzMKiI,Close Enough to Hurt,2019-10-23,NEO SOUL GUITAR,0r5ojPhjqGVq21oQR13UJy,r&b,neo soul,0.803,0.515,6,-8.758,0,0.127,0.286,0,0.115,0.2,78.021,135419
2ReQoOCGRsychjlu0bQH1U,Dolceamaro,Malgioglio,48,3wGeTWAnCRxXS0hJk8qMcj,Dolceamaro,2019-04-19,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),6kVFIQBhLT4003iw2WWEv1,r&b,hip pop,0.688,0.877,2,-5.429,1,0.0517,0.00385,0.00229,0.841,0.96,134.962,227778
7F09MMhBLWflSJuAyp75VV,Sólo Contigo,Akwid,31,2c4VVAZnf9vAmR35pbfUqv,La Novela (Explicit Version),2007-01-01,Chicano Rap,3o3xRXWMtBMezk0E3wmtGI,latin,latin hip hop,0.662,0.746,5,-3.416,0,0.249,0.189,0,0.27,0.655,179.695,241573
5JxZZiXd8rVwHu0xEFvxr2,Talkin' My Shit,Quin Nfn,59,7mDCo8ejyIyI810PsHG4lM,4NUN,2019-10-25,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.951,0.322,1,-13.615,1,0.588,0.00136,0,0.211,0.366,126.01,162820
67jtXlxQs82ATZhfdywYJa,Chasing After You,Sam Feldt,5,3DXfe2cEsCdAjORfXw0NDK,Sunrise To Sunset,2017-11-24,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.613,0.914,3,-5.511,1,0.0426,0.0055,9.05e-4,0.0869,0.36,124.974,164885
5scxjvcdozadBoRRN0UMaM,White Mercedes - EDX's Miami Sunset Remix,Charli XCX,56,37vNU8L52IJZuO7e9hqBd9,White Mercedes (EDX's Miami Sunset Remix),2019-10-25,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.846,0.773,5,-3.503,1,0.0473,0.0141,2.23e-5,0.204,0.586,124.008,200444
2uya74pnB7L0uKJNUW9Irj,Targa,S-Ilo,3,5PZeH9mVqrueuoeBGTTER9,Targa,2018-08-08,Sunny Beats,37i9dQZF1DXbtuVQL4zoey,latin,tropical,0.739,0.509,10,-8.703,0,0.289,0.832,0.944,0.11,0.956,91.003,211043
6F54dFod662xOewRyGMuSO,Oh La La La,2 Eivissa,36,0yBMszp6kIIPTePrEHqHLb,Ibiza Mix '97,2014-09-12,Selected House,2JPzPB9jnvJLAYtmCbvZy8,edm,progressive electro house,0.782,0.604,5,-11.316,0,0.0478,0.018,0.0538,0.0751,0.76,130.421,284720
4A6CndGv4pjCQKxkIWIGoB,I Grew Up On Wu-Tang,The Game,33,0Fn0R9r4naqKNDjCTEg5e7,1992,2016-10-14,Contemporary Hip Hop,68y3WoFJMMKDHUIpqCnoM3,rap,southern hip hop,0.591,0.696,11,-5.525,0,0.421,0.187,0,0.849,0.254,77.498,175093
4cjYV0POMDpgX9m2nWcRUh,MADNESS,MR.BLACK,28,2QQsgNFr1fklo88gVybXz3,MADNESS,2019-07-17,Big Room EDM,3S03NWbWkrR1e7DPH9rf9Z,edm,big room,0.35,0.948,1,-2.839,1,0.0578,0.00358,0.396,0.299,0.0783,134.296,183469
65NkUtHuWTLo7Z3oDHQ6qu,Pop It,Tyga,37,6xJC9AbMpm4ebrTWz6Fd5S,#BitchImTheShit,2014-11-22,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0.913,0.449,10,-9.439,1,0.0794,0.183,1.23e-5,0.0861,0.0865,97.527,176065
6qqd7DGn2VXzxsR4k3Ycun,Fantasias - Unplugged,Rauw Alejandro,77,2NQINd10CuEMzd7wBMZc7G,Fantasias (Unplugged),2019-11-05,Reggaeton 2020 ☀,7xWuNevFBmwnFEg6wzdCc7,latin,reggaeton,0.714,0.528,0,-5.219,1,0.0381,0.698,0,0.12,0.538,91.952,200594
70Bcx7FG6i9ad90se4kSS9,Aviéntame,Caifanes,49,2mPZNQNgW1zrkIPyL9XJcf,El Nervio Del Volcan,1994,Caifanes La Historia,3kysJw7lvVwSoOaL0KyW94,rock,album rock,0.545,0.916,0,-9.175,1,0.0442,0.00308,1.38e-4,0.0494,0.653,130.16,273440
6p1FD2W6hWIDqbtcmKjzU8,My Heart,Coopex,30,7K2jP7WpPDPQcxwNZ3Qo34,My Heart,2020-01-17,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,0.482,0.667,3,-4.446,1,0.0397,0.251,0,0.108,0.2,150.083,182571
7zBQRGpYImAdIZc97FNj3V,"Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",Juicy J,66,1wJ0LO5PnMZDTrWR2C7qQ8,"Shell Shocked (feat. Kill The Noise & Madsonik) [From ""Teenage Mutant Ninja Turtles""]",2014-07-22,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.596,0.815,6,-5.668,0,0.0755,0.0111,0,0.174,0.459,165.015,206567
2OHm2DXoXyzbpdUPjvU52p,Believe - Radio Edit,Thomas Gold,36,52nRiDJTHyc7ftxjYuyIQk,Believe (Radio Edit),2015-09-30,"Electrónica, Progressive House, Electro House y más 🎧",0o5gKmuET7F3lQnpFxvPO8,edm,progressive electro house,0.514,0.841,6,-4.537,1,0.0475,0.0256,4.18e-5,0.109,0.442,127.972,208125
6TjOUHBzLfcjFOEJWNGhJ1,Orchard - Original Mix,Fouk,0,2qb2tOm7veekJBwrJR2vfz,Orchard,2016-06-24,House/Electro/Progressive/Disco/Lofi/Synthwave,42jbIN5Zj0UUPdtmqxQRKF,edm,progressive electro house,0.905,0.723,5,-11.913,0,0.0624,1.62e-4,0.9,0.0414,0.963,118.003,373846
4JwjzS9WFkWlpzGCwh82fn,Atlantic City,The Band,61,0RLw5OMSYJ9FNUJvBTfHzU,Jericho,1993-11-02,Southern Rock/Classic Rock,0QUlq0LMDVXSBtbyYLTyZh,rock,classic rock,0.648,0.525,9,-9.213,1,0.0241,0.466,1.5e-6,0.165,0.724,98.131,314840
3khnrlaj5CiXZgRLRiHsI8,Super MC's,Cartel De Santa,41,54AKlknAxFRfXDXtwiAhRa,Cartel De Santa,2004-12-06,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.885,0.747,1,-7.07,0,0.199,0.143,1.02e-4,0.583,0.552,91.974,241960
2foNAckCzsyD0HJUbmhTZJ,Raw Power,Guns N' Roses,46,4ieR19hRkKeE81CalJPQNu,The Spaghetti Incident?,1993-01-01,This Is Guns N' Roses,37i9dQZF1DX74DnfGTwugU,rock,album rock,0.308,0.996,10,-3.356,0,0.0817,0.00319,2.83e-4,0.356,0.375,181.331,191827
1EYe8QORnVJey5MQT5H35S,Magic City,Wahlstedt,45,0VRheJHidEngLL7rgeL6uM,Lucidfantasy,2019-05-17,Crossfit‏‏​​   ‍,5GiPRvTccToqwOzkoAcDrY,edm,electro house,0.757,0.867,0,-2.529,0,0.0362,0.0841,0.0992,0.125,0.499,125.962,175238
5PM96PMKMfD1lLX2lryUsG,Oh Sheila,Ready For The World,51,7J4vN1d089or6LJDdIQxdg,Ready For The World,1985-01-01,80s Pop & Rock Hits and Album Tracks,0XOIK4m26aeYSD61E5nSVW,rock,album rock,0.798,0.577,0,-10.347,1,0.0777,0.0234,0.00112,0.0728,0.835,128.82,240093
1RFM9jKidX2AgZAuV85ZDx,I Don't Think I Want to Know,Kellylee Evans,4,0pjYlNBdxeyjFkoNYTCa5t,Fight or Flight?,2006-01-01,NEO FUNK AND SOUL,2WbTrS5D0V2TW6DiDkJBru,r&b,neo soul,0.377,0.323,0,-11.101,0,0.0417,0.384,0.0204,0.082,0.359,167.96,345440
20goDx14UZviYtCPtLbqvs,Lucretia My Reflection - Vinyl Version,Sisters of Mercy,50,2I5WCmOZo17YkcEwjXbLvc,Floodland,1987,permanent wave,7rPsfDTqiZYIT4PVzQ4c0c,rock,permanent wave,0.601,0.768,9,-8.718,1,0.0329,0.0785,0.712,0.0771,0.887,130.342,295250
5GwbJssB19DVhchEpLpGd5,Improv #1 (Outro) feat. Robert Glasper,Brasstracks,20,6GfBARtHu9QmUraxH3V03X,For Those Who Know Pt. I,2017-10-20,Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,0.604,0.738,6,-6.53,0,0.0504,0.0265,0.782,0.331,0.216,94.891,148280
7u6aTzXw1JtiK5sr7XctFs,Bring Em Out,T.I.,6,4hOTRlVLwjVtOrp9C5MX3E,Urban Legend,2004-11-29,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,0.759,0.891,11,-2.983,1,0.257,0.0298,0,0.141,0.587,98.579,216707
6YZpyZ4gmK4VQWvN6230A2,Will I Ever,Alice DJ,49,5oPKlo7IBFXlh12tqDVoAU,Who Needs Guitars Anyway?,2000,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.651,0.836,2,-7.825,1,0.0309,4.89e-4,0.794,0.053900000000000003,0.628,137.048,210147
0W1ZfgXpC23RYQPDq7RM5I,"Pink Toes (Offset, DaBaby feat. Gunna)",Quality Control,70,59zpaLOByFkJhc9D5Xqna9,Quality Control: Control The Streets Volume 2,2019-08-16,Viral Southern Hip Hop,0DdGqNa18DwYyfIR05OrW1,rap,southern hip hop,0.957,0.767,0,-5.116,1,0.115,0.0525,0,0.117,0.577,110.508,217220
